;DAY_DATE;ISIN;TRADING_CURRENCY_CODE;SUM(NUMBER_OF_TRADES);SUM(TURNOVER_CHF)
5832210;2018-12-06;CH0012255151;CHF;5858;87540074.7
6103621;2018-12-07;CH0012255151;CHF;5423;60785188.6
4032529;2018-12-10;CH0012255151;CHF;7537;84032172.0
5190877;2018-12-11;CH0012255151;CHF;8280;94969366.4
2109068;2018-12-12;CH0012255151;CHF;7438;92279824.9
2750549;2018-12-13;CH0012255151;CHF;5728;59374783.3
5264751;2018-12-14;CH0012255151;CHF;4750;71172432.6
6029641;2018-12-17;CH0012255151;CHF;7575;83931605.2
5018252;2018-12-18;CH0012255151;CHF;6837;80308650.8
1911758;2018-12-19;CH0012255151;CHF;6035;94377609.6
1985222;2018-12-20;CH0012255151;CHF;7213;83900463.9
3884342;2018-12-21;CH0012255151;CHF;7382;122000321.9
751890;2018-12-27;CH0012255151;CHF;7367;78308271.2
3490964;2018-12-28;CH0012255151;CHF;4463;58701914.3
3367183;2019-01-03;CH0012255151;CHF;10318;120933372.1
2750554;2019-01-04;CH0012255151;CHF;6222;79315756.3
1072486;2019-01-07;CH0012255151;CHF;6282;62203787.2
5166195;2019-01-08;CH0012255151;CHF;5628;66715020.9
2947581;2019-01-09;CH0012255151;CHF;7080;68700584.6
1763837;2019-01-10;CH0012255151;CHF;5080;60267255.4
801394;2019-01-11;CH0012255151;CHF;6841;78137177.3
2479108;2019-01-14;CH0012255151;CHF;5877;67491815.3
1196059;2019-01-15;CH0012255151;CHF;6616;76272124.1
1936434;2019-01-16;CH0012255151;CHF;5483;63580466.3
3268914;2019-01-17;CH0012255151;CHF;4192;42015462.3
3983226;2019-01-18;CH0012255151;CHF;6533;79367586.8
1763838;2019-01-21;CH0012255151;CHF;3256;37405689.0
3219167;2019-01-22;CH0012255151;CHF;3385;36023778.4
5141809;2019-01-23;CH0012255151;CHF;4559;51892720.0
12241;2019-01-24;CH0012255151;CHF;5926;83999015.9
1739307;2019-01-25;CH0012255151;CHF;5192;63525277.5
2331469;2019-01-28;CH0012255151;CHF;4478;59590262.3
4648391;2019-01-29;CH0012255151;CHF;6575;98311546.6
4821367;2019-01-30;CH0012255151;CHF;5480;67000220.6
4303501;2019-01-31;CH0012255151;CHF;18867;264385660.6
2256704;2019-02-01;CH0012255151;CHF;9235;98898534.7
4673100;2019-02-04;CH0012255151;CHF;4328;53131927.3
899705;2019-02-05;CH0012255151;CHF;6196;90434555.4
4426237;2019-02-06;CH0012255151;CHF;5900;86006538.4
2676701;2019-02-07;CH0012255151;CHF;6382;98279190.0
283626;2019-02-08;CH0012255151;CHF;6092;85090370.3
1368619;2019-02-11;CH0012255151;CHF;5157;76444042.8
1788434;2019-02-12;CH0012255151;CHF;7162;123561762.7
37101;2019-02-13;CH0012255151;CHF;6146;95334572.7
3884347;2019-02-14;CH0012255151;CHF;5284;67938638.7
2356114;2019-02-15;CH0012255151;CHF;4507;78192010.4
2922958;2019-02-18;CH0012255151;CHF;3524;42806953.8
2947588;2019-02-19;CH0012255151;CHF;4032;59830055.5
61901;2019-02-20;CH0012255151;CHF;4000;58046602.1
4524533;2019-02-21;CH0012255151;CHF;6890;101286682.6
3441342;2019-02-22;CH0012255151;CHF;3893;61565190.5
5412696;2019-02-25;CH0012255151;CHF;8285;133310824.7
1541449;2019-02-26;CH0012255151;CHF;6459;96781238.8
2922959;2019-02-27;CH0012255151;CHF;5336;72277968.2
3810816;2019-02-28;CH0012255151;CHF;5015;83348775.7
5289410;2019-03-01;CH0012255151;CHF;6629;109464881.1
2996701;2019-03-04;CH0012255151;CHF;5248;90931993.3
382106;2019-03-05;CH0012255151;CHF;4266;66578524.4
579164;2019-03-06;CH0012255151;CHF;4041;63355713.7
2158156;2019-03-07;CH0012255151;CHF;3980;76818318.4
3293517;2019-03-08;CH0012255151;CHF;4664;70942202.5
3342789;2019-03-11;CH0012255151;CHF;3346;47324877.2
2405164;2019-03-12;CH0012255151;CHF;3642;47457230.4
3983232;2019-03-13;CH0012255151;CHF;3059;41667773.4
12248;2019-03-14;CH0012255151;CHF;4172;60739254.5
554407;2019-03-15;CH0012255151;CHF;4378;111303891.8
4919813;2019-03-18;CH0012255151;CHF;4413;64285664.6
3367197;2019-03-19;CH0012255151;CHF;7548;108853409.2
4796787;2019-03-20;CH0012255151;CHF;5192;74189405.0
4747526;2019-03-21;CH0012255151;CHF;4214;53060538.3
924263;2019-03-22;CH0012255151;CHF;4949;75859797.4
3958459;2019-03-25;CH0012255151;CHF;4564;57661541.4
3540164;2019-03-26;CH0012255151;CHF;4527;60316858.8
2873651;2019-03-27;CH0012255151;CHF;4710;52623548.9
1985236;2019-03-28;CH0012255151;CHF;5427;63608096.3
1319249;2019-03-29;CH0012255151;CHF;7209;105151442.9
1908820;2019-04-01;CH0012255151;CHF;4532;80588326.8
3856838;2019-04-02;CH0012255151;CHF;4112;53365943.9
1587995;2019-04-03;CH0012255151;CHF;6032;98030093.8
502370;2019-04-04;CH0012255151;CHF;3000;40734527.4
3881485;2019-04-05;CH0012255151;CHF;3681;43026137.0
2698263;2019-04-08;CH0012255151;CHF;4200;49897933.3
1933620;2019-04-09;CH0012255151;CHF;4226;64574378.0
2673866;2019-04-10;CH0012255151;CHF;3930;48845614.1
3117576;2019-04-11;CH0012255151;CHF;5636;106391193.9
1637630;2019-04-12;CH0012255151;CHF;4596;72882473.7
4719838;2019-04-15;CH0012255151;CHF;3986;66762273.0
5804360;2019-04-16;CH0012255151;CHF;6185;121577323.4
2031782;2019-04-17;CH0012255151;CHF;9663;154111584.4
3734341;2019-04-18;CH0012255151;CHF;4563;74724473.3
3881526;2019-04-23;CH0012255151;CHF;4515;56164745.6
3117605;2019-04-24;CH0012255151;CHF;4388;58575522.1
4719860;2019-04-25;CH0012255151;CHF;4481;59406917.5
83743;2019-04-26;CH0012255151;CHF;3397;45886549.9
231725;2019-04-29;CH0012255151;CHF;2811;41284149.9
5212501;2019-04-30;CH0012255151;CHF;2867;55241006.4
403869;2019-05-02;CH0012255151;CHF;5372;98908818.0
3856908;2019-05-03;CH0012255151;CHF;3813;57477305.9
2056725;2019-05-06;CH0012255151;CHF;5814;115603153.1
3043666;2019-05-07;CH0012255151;CHF;5074;92366991.5
2846389;2019-05-08;CH0012255151;CHF;5456;71864333.8
3808052;2019-05-09;CH0012255151;CHF;5608;90604115.6
3586528;2019-05-10;CH0012255151;CHF;4380;55006240.1
3142268;2019-05-13;CH0012255151;CHF;7972;120086790.0
2772565;2019-05-14;CH0012255151;CHF;4257;57661712.9
2402407;2019-05-15;CH0012255151;CHF;4928;61564854.1
3018915;2019-05-16;CH0012255151;CHF;4639;71312305.4
2698364;2019-05-17;CH0012255151;CHF;6586;98721614.7
2920230;2019-05-20;CH0012255151;CHF;6384;96006174.3
4571413;2019-05-21;CH0012255151;CHF;4593;74024387.0
3488175;2019-05-22;CH0012255151;CHF;4449;59106764.9
354797;2019-05-23;CH0012255151;CHF;6272;91970117.7
