;DAY_DATE;ISIN;TRADING_CURRENCY_CODE;SUM(NUMBER_OF_TRADES);SUM(TURNOVER_CHF)
1409465;2013-07-18;CH0012255151;CHF;2260;51189279.5
4270411;2013-07-19;CH0012255151;CHF;2145;61171321.0
2396878;2013-07-22;CH0012255151;CHF;2179;43316085.5
693800;2013-07-23;CH0012255151;CHF;4621;124179562.5
2421379;2013-07-24;CH0012255151;CHF;6308;148084490.5
2446098;2013-07-25;CH0012255151;CHF;2694;62272136.0
1631938;2013-07-26;CH0012255151;CHF;2493;55492740.5
3457696;2013-07-29;CH0012255151;CHF;1933;45444949.0
1237010;2013-07-30;CH0012255151;CHF;1763;42387754.5
4417874;2013-07-31;CH0012255151;CHF;2711;61669287.5
250713;2013-08-02;CH0012255151;CHF;4141;96208563.0
4664653;2013-08-05;CH0012255151;CHF;2759;61424646.5
3285170;2013-08-06;CH0012255151;CHF;3081;71686340.0
4027;2013-08-07;CH0012255151;CHF;4295;106136200.5
6095381;2013-08-08;CH0012255151;CHF;2591;54166370.0
6119952;2013-08-09;CH0012255151;CHF;2353;52638410.0
5355083;2013-08-12;CH0012255151;CHF;2287;47399458.5
176798;2013-08-13;CH0012255151;CHF;1802;36284323.5
2273163;2013-08-14;CH0012255151;CHF;2080;51028731.5
6194165;2013-08-15;CH0012255151;CHF;1768;42579598.5
521288;2013-08-16;CH0012255151;CHF;2296;59051613.0
5527430;2013-08-19;CH0012255151;CHF;1995;48439267.5
5675554;2013-08-20;CH0012255151;CHF;2523;55609137.5
989793;2013-08-21;CH0012255151;CHF;1999;38186611.5
6045909;2013-08-22;CH0012255151;CHF;3118;72357756.0
3383528;2013-08-23;CH0012255151;CHF;1662;39285161.0
152107;2013-08-26;CH0012255151;CHF;1029;20715852.0
3087316;2013-08-27;CH0012255151;CHF;3856;97658838.0
1557798;2013-08-28;CH0012255151;CHF;4071;95179452.0
6194197;2013-08-29;CH0012255151;CHF;3603;81932767.5
644621;2013-08-30;CH0012255151;CHF;3068;70039119.5
768247;2013-09-02;CH0012255151;CHF;2945;67857744.0
250798;2013-09-03;CH0012255151;CHF;3419;77385863.5
4048879;2013-09-04;CH0012255151;CHF;3131;62783295.5
2051073;2013-09-05;CH0012255151;CHF;2492;55562698.5
743719;2013-09-06;CH0012255151;CHF;2760;47503754.5
2692865;2013-09-09;CH0012255151;CHF;2269;45898425.5
2988526;2013-09-10;CH0012255151;CHF;2806;68424481.0
3827022;2013-09-11;CH0012255151;CHF;1734;45552564.0
965319;2013-09-12;CH0012255151;CHF;2742;64842582.0
4149;2013-09-13;CH0012255151;CHF;2236;54498318.0
3161467;2013-09-16;CH0012255151;CHF;2239;57461583.5
6169677;2013-09-17;CH0012255151;CHF;3392;93973523.0
2051105;2013-09-18;CH0012255151;CHF;4145;101574210.0
1459242;2013-09-19;CH0012255151;CHF;4150;114624464.5
891412;2013-09-20;CH0012255151;CHF;3475;102039020.5
4590560;2013-09-23;CH0012255151;CHF;2311;48166825.0
5527565;2013-09-24;CH0012255151;CHF;2214;43456523.5
2643709;2013-09-25;CH0012255151;CHF;2541;42210041.0
3630655;2013-09-26;CH0012255151;CHF;2824;62610533.0
2348032;2013-09-27;CH0012255151;CHF;2024;45600793.0
4837670;2013-09-30;CH0012255151;CHF;1904;44644536.0
5256410;2013-10-01;CH0012255151;CHF;2074;45761318.0
2816277;2013-10-02;CH0012255151;CHF;2105;41225218.0
4739121;2013-10-03;CH0012255151;CHF;1621;34114246.5
5306015;2013-10-04;CH0012255151;CHF;2055;43498126.5
2988611;2013-10-07;CH0012255151;CHF;2098;41537485.5
2223897;2013-10-08;CH0012255151;CHF;1879;37630513.0
2323087;2013-10-09;CH0012255151;CHF;2944;71109412.0
644735;2013-10-10;CH0012255151;CHF;2179;47653160.0
3112270;2013-10-11;CH0012255151;CHF;3022;66698558.5
1706409;2013-10-14;CH0012255151;CHF;2359;60769146.5
176971;2013-10-15;CH0012255151;CHF;3019;68305387.0
3974978;2013-10-16;CH0012255151;CHF;4751;113718457.0
5947386;2013-10-17;CH0012255151;CHF;2579;56086712.5
5922887;2013-10-18;CH0012255151;CHF;2239;55636085.0
4246180;2013-10-21;CH0012255151;CHF;2110;48084901.5
768395;2013-10-22;CH0012255151;CHF;2587;58921865.0
4123019;2013-10-23;CH0012255151;CHF;2086;41759342.5
4369230;2013-10-24;CH0012255151;CHF;1950;38121718.0
2248601;2013-10-25;CH0012255151;CHF;4697;143520156.5
226445;2013-10-28;CH0012255151;CHF;2466;49642762.5
989999;2013-10-29;CH0012255151;CHF;2514;51154223.5
2742269;2013-10-30;CH0012255151;CHF;3012;67490477.5
5035044;2013-10-31;CH0012255151;CHF;2545;67527634.5
1237271;2013-11-01;CH0012255151;CHF;1878;41877882.5
2619095;2013-11-04;CH0012255151;CHF;1552;27702966.0
4393662;2013-11-05;CH0012255151;CHF;2880;53803301.5
990025;2013-11-06;CH0012255151;CHF;2098;38938820.5
3802833;2013-11-07;CH0012255151;CHF;2848;59752574.0
3753575;2013-11-08;CH0012255151;CHF;3521;70259350.5
4270752;2013-11-11;CH0012255151;CHF;2146;37304285.5
5109124;2013-11-12;CH0012255151;CHF;2582;56636942.5
2717806;2013-11-13;CH0012255151;CHF;2701;66615639.0
1311048;2013-11-14;CH0012255151;CHF;2194;44378084.0
768467;2013-11-15;CH0012255151;CHF;3841;104338871.0
2742325;2013-11-18;CH0012255151;CHF;4356;111144288.5
3433374;2013-11-19;CH0012255151;CHF;2095;41857291.0
3532121;2013-11-20;CH0012255151;CHF;2717;61704788.0
3408660;2013-11-21;CH0012255151;CHF;2175;43779140.5
5848977;2013-11-22;CH0012255151;CHF;2246;37911983.0
3827232;2013-11-25;CH0012255151;CHF;3377;65509775.5
2841248;2013-11-26;CH0012255151;CHF;2257;58654697.0
398618;2013-11-27;CH0012255151;CHF;3648;75131857.0
1878956;2013-11-28;CH0012255151;CHF;2538;57930284.0
2495751;2013-11-29;CH0012255151;CHF;2375;52363860.5
3013466;2013-12-02;CH0012255151;CHF;2523;59829347.0
5700550;2013-12-03;CH0012255151;CHF;4476;104000469.5
3557016;2013-12-04;CH0012255151;CHF;3803;81329659.5
3630842;2013-12-05;CH0012255151;CHF;3199;69349895.0
5010280;2013-12-06;CH0012255151;CHF;3246;72376558.5
5478621;2013-12-09;CH0012255151;CHF;3057;68390296.5
4565942;2013-12-10;CH0012255151;CHF;3069;55959707.5
718962;2013-12-11;CH0012255151;CHF;2577;60732171.0
817964;2013-12-12;CH0012255151;CHF;3364;74511345.5
2372598;2013-12-13;CH0012255151;CHF;2218;48606243.0
1434533;2013-12-16;CH0012255151;CHF;3095;64022097.5
1163066;2013-12-17;CH0012255151;CHF;2782;64399760.5
4862508;2013-12-18;CH0012255151;CHF;2839;69210153.5
4813539;2013-12-19;CH0012255151;CHF;3999;95469414.0
5306252;2013-12-20;CH0012255151;CHF;3785;116224485.0
5404738;2013-12-23;CH0012255151;CHF;2621;49071912.0
5380285;2013-12-27;CH0012255151;CHF;2258;45016702.0
6299219;2013-12-30;CH0012255151;CHF;3521;78717744.0
2693187;2014-01-03;CH0012255151;CHF;3655;68958302.5
5503266;2014-01-06;CH0012255151;CHF;5078;100309479.5
3482905;2014-01-07;CH0012255151;CHF;5631;150992905.5
6095802;2014-01-08;CH0012255151;CHF;3954;81624005.0
5799258;2014-01-09;CH0012255151;CHF;7260;204829386.5
3655434;2014-01-10;CH0012255151;CHF;6418;166785018.0
1682167;2014-01-13;CH0012255151;CHF;3173;69673406.5
1879050;2014-01-14;CH0012255151;CHF;4390;103872444.0
2569762;2014-01-15;CH0012255151;CHF;6321;171537915.5
5626571;2014-01-16;CH0012255151;CHF;6164;140467940.0
5478726;2014-01-17;CH0012255151;CHF;4255;121845224.5
4320271;2014-01-20;CH0012255151;CHF;3691;76868971.5
1756021;2014-01-21;CH0012255151;CHF;4091;91761090.0
5972298;2014-01-22;CH0012255151;CHF;2778;46544291.5
5824274;2014-01-23;CH0012255151;CHF;5056;115817933.5
6219297;2014-01-24;CH0012255151;CHF;4602;90774074.0
5306335;2014-01-27;CH0012255151;CHF;5576;117126539.5
521745;2014-01-28;CH0012255151;CHF;5101;109369599.5
2101084;2014-01-29;CH0012255151;CHF;4698;97204938.5
349818;2014-01-30;CH0012255151;CHF;4110;77319425.5
5256781;2014-01-31;CH0012255151;CHF;6103;164225837.5
251216;2014-02-03;CH0012255151;CHF;3574;74769479.5
2273632;2014-02-04;CH0012255151;CHF;4040;95083566.0
620353;2014-02-05;CH0012255151;CHF;8491;218864054.5
1459668;2014-02-06;CH0012255151;CHF;6647;159424931.0
3433586;2014-02-07;CH0012255151;CHF;4545;100684207.0
4492192;2014-02-10;CH0012255151;CHF;3727;76532567.5
3211256;2014-02-11;CH0012255151;CHF;3188;67894562.0
521801;2014-02-12;CH0012255151;CHF;3214;68316175.5
965753;2014-02-13;CH0012255151;CHF;3514;77571167.5
2619382;2014-02-14;CH0012255151;CHF;3703;67308910.0
4739511;2014-02-17;CH0012255151;CHF;1814;45813955.0
325212;2014-02-18;CH0012255151;CHF;2885;56299116.0
1385424;2014-02-19;CH0012255151;CHF;2910;60748163.0
6282814;2014-02-20;CH0012255151;CHF;2241;43118281.0
29190;2014-02-21;CH0012255151;CHF;2600;103279275.5
29197;2014-02-24;CH0012255151;CHF;2532;54139704.5
2273702;2014-02-25;CH0012255151;CHF;2905;68151194.0
2989001;2014-02-26;CH0012255151;CHF;2811;64602052.5
1879185;2014-02-27;CH0012255151;CHF;3000;63490800.5
3704793;2014-02-28;CH0012255151;CHF;3051;68338627.0
4123378;2014-03-03;CH0012255151;CHF;4096;82870372.5
2422065;2014-03-04;CH0012255151;CHF;3089;63563652.0
5232248;2014-03-05;CH0012255151;CHF;2911;55940211.0
152648;2014-03-06;CH0012255151;CHF;3657;87940217.0
4591085;2014-03-07;CH0012255151;CHF;2949;65435334.5
3408973;2014-03-10;CH0012255151;CHF;3456;77569335.0
5651355;2014-03-11;CH0012255151;CHF;2676;56243170.0
4936512;2014-03-12;CH0012255151;CHF;3259;68953917.5
4320432;2014-03-13;CH0012255151;CHF;2765;54037439.0
5478895;2014-03-14;CH0012255151;CHF;5775;127552811.5
2051574;2014-03-17;CH0012255151;CHF;3014;62989986.0
3827525;2014-03-18;CH0012255151;CHF;3809;86543973.0
5873954;2014-03-19;CH0012255151;CHF;4719;101130403.0
2939988;2014-03-20;CH0012255151;CHF;4871;111648477.0
6170211;2014-03-21;CH0012255151;CHF;4635;172604381.0
2841580;2014-03-24;CH0012255151;CHF;4035;82461876.5
5898599;2014-03-25;CH0012255151;CHF;4480;103462770.5
3557317;2014-03-26;CH0012255151;CHF;4712;94560417.0
1089600;2014-03-27;CH0012255151;CHF;3961;90945894.0
4345093;2014-03-28;CH0012255151;CHF;3352;78814952.5
2051612;2014-03-31;CH0012255151;CHF;3491;71021832.0
1583191;2014-04-01;CH0012255151;CHF;4509;125000837.5
4246624;2014-04-02;CH0012255151;CHF;3841;96551662.5
3458440;2014-04-03;CH0012255151;CHF;4021;93476415.0
3950839;2014-04-04;CH0012255151;CHF;2991;64570078.5
6219533;2014-04-07;CH0012255151;CHF;3231;68091834.0
1434895;2014-04-08;CH0012255151;CHF;3666;87628654.0
1484544;2014-04-09;CH0012255151;CHF;3059;85258925.0
842771;2014-04-10;CH0012255151;CHF;4093;92063847.5
5405065;2014-04-11;CH0012255151;CHF;3127;68039559.0
645318;2014-04-14;CH0012255151;CHF;3197;66776894.5
325386;2014-04-15;CH0012255151;CHF;3989;96384522.0
2742804;2014-04-16;CH0012255151;CHF;3330;72726864.0
325392;2014-04-17;CH0012255151;CHF;2847;88564826.0
5232389;2014-04-22;CH0012255151;CHF;3377;84942238.5
2126074;2014-04-23;CH0012255151;CHF;2750;64071274.5
744342;2014-04-24;CH0012255151;CHF;3389;77721210.5
5947928;2014-04-25;CH0012255151;CHF;2532;52613731.0
447873;2014-04-28;CH0012255151;CHF;2542;56626539.0
3778754;2014-04-29;CH0012255151;CHF;2775;77820285.5
1830336;2014-04-30;CH0012255151;CHF;2844;67622155.0
4615610;2014-05-02;CH0012255151;CHF;5224;162819841.0
4566372;2014-05-05;CH0012255151;CHF;3105;75705400.5
2940115;2014-05-06;CH0012255151;CHF;3109;74289967.0
1163458;2014-05-07;CH0012255151;CHF;3102;71880276.0
1385647;2014-05-08;CH0012255151;CHF;4345;113335194.0
990533;2014-05-09;CH0012255151;CHF;2795;66037752.0
2175044;2014-05-12;CH0012255151;CHF;2917;62417514.0
4345229;2014-05-13;CH0012255151;CHF;4477;128785765.0
2126140;2014-05-14;CH0012255151;CHF;4109;119679305.5
4197298;2014-05-15;CH0012255151;CHF;7789;218042395.5
2619646;2014-05-16;CH0012255151;CHF;4598;128830009.5
596017;2014-05-19;CH0012255151;CHF;4215;119639888.0
793865;2014-05-20;CH0012255151;CHF;4775;125971516.0
5972644;2014-05-21;CH0012255151;CHF;3290;82723050.5
472783;2014-05-22;CH0012255151;CHF;3110;69520004.0
4345264;2014-05-23;CH0012255151;CHF;3038;84454661.5
6219653;2014-05-26;CH0012255151;CHF;2428;49343515.5
1830397;2014-05-27;CH0012255151;CHF;3066;77204609.5
5701069;2014-05-28;CH0012255151;CHF;6538;183983967.0
350180;2014-05-30;CH0012255151;CHF;4084;92635865.5
793906;2014-06-02;CH0012255151;CHF;3220;84791106.0
3950982;2014-06-03;CH0012255151;CHF;4650;145079412.5
1089787;2014-06-04;CH0012255151;CHF;2978;79621145.0
3557504;2014-06-05;CH0012255151;CHF;7323;196717072.5
694667;2014-06-06;CH0012255151;CHF;4157;102272495.5
5355967;2014-06-10;CH0012255151;CHF;4951;128246257.5
4876;2014-06-11;CH0012255151;CHF;4211;107403893.5
5676416;2014-06-12;CH0012255151;CHF;2670;56796174.0
1533950;2014-06-13;CH0012255151;CHF;4806;66299752.5
4591347;2014-06-16;CH0012255151;CHF;2525;48611896.0
1385738;2014-06-17;CH0012255151;CHF;2587;64435148.5
4320676;2014-06-18;CH0012255151;CHF;3077;76208906.5
6046774;2014-06-19;CH0012255151;CHF;2898;85062009.0
2545311;2014-06-20;CH0012255151;CHF;3182;93571591.5
2595041;2014-06-23;CH0012255151;CHF;2019;56261283.0
2545317;2014-06-24;CH0012255151;CHF;4568;133679382.5
3409219;2014-06-25;CH0012255151;CHF;2910;70230082.0
1237902;2014-06-26;CH0012255151;CHF;4035;95898053.0
1756493;2014-06-27;CH0012255151;CHF;2344;51720940.5
3975698;2014-06-30;CH0012255151;CHF;2718;87936884.0
3508186;2014-07-01;CH0012255151;CHF;3000;61131419.0
4320722;2014-07-02;CH0012255151;CHF;3709;76869816.0
3606638;2014-07-03;CH0012255151;CHF;3157;86056511.0
3384423;2014-07-04;CH0012255151;CHF;3367;74112670.5
4345394;2014-07-07;CH0012255151;CHF;2942;76568639.0
620752;2014-07-08;CH0012255151;CHF;4282;116760123.5
3359824;2014-07-09;CH0012255151;CHF;5008;133673667.0
2890765;2014-07-10;CH0012255151;CHF;6891;189919951.5
4960;2014-07-11;CH0012255151;CHF;2756;68500457.5
5380877;2014-07-14;CH0012255151;CHF;2772;65163468.5
4271444;2014-07-15;CH0012255151;CHF;3155;75162853.0
2693755;2014-07-16;CH0012255151;CHF;3119;71203554.5
1657967;2014-07-17;CH0012255151;CHF;3802;111295322.5
4271455;2014-07-18;CH0012255151;CHF;4016;106148285.0
1015464;2014-07-21;CH0012255151;CHF;4137;96858295.0
54351;2014-07-22;CH0012255151;CHF;17244;436052631.1
2298877;2014-07-23;CH0012255151;CHF;12280;213250943.5
1608382;2014-07-24;CH0012255151;CHF;11428;331393663.5
4246956;2014-07-25;CH0012255151;CHF;8748;194843499.5
4074327;2014-07-28;CH0012255151;CHF;8266;134557692.2
4640976;2014-07-29;CH0012255151;CHF;8633;129756176.2
4271485;2014-07-30;CH0012255151;CHF;7049;113641050.0
4394385;2014-07-31;CH0012255151;CHF;9802;167279717.9
1682724;2014-08-04;CH0012255151;CHF;6748;106459322.1
5948185;2014-08-05;CH0012255151;CHF;6601;90851273.8
3532883;2014-08-06;CH0012255151;CHF;6483;89008356.0
4271504;2014-08-07;CH0012255151;CHF;6106;89586207.9
1977951;2014-08-08;CH0012255151;CHF;7890;122814240.2
5676587;2014-08-11;CH0012255151;CHF;6204;98804692.6
5602509;2014-08-12;CH0012255151;CHF;4843;74950581.3
1731847;2014-08-13;CH0012255151;CHF;5232;66945104.6
6247772;2014-08-14;CH0012255151;CHF;3780;55655631.5
2841943;2014-08-15;CH0012255151;CHF;5220;88159040.0
4961788;2014-08-18;CH0012255151;CHF;4125;63470291.8
916963;2014-08-19;CH0012255151;CHF;5613;94391633.9
1188678;2014-08-20;CH0012255151;CHF;5650;79982358.3
2027258;2014-08-21;CH0012255151;CHF;4099;105522887.4
2249433;2014-08-22;CH0012255151;CHF;4407;87650470.1
1633077;2014-08-25;CH0012255151;CHF;2570;66070739.0
4271551;2014-08-26;CH0012255151;CHF;2871;65820564.5
4320867;2014-08-27;CH0012255151;CHF;3073;69549085.0
1361296;2014-08-28;CH0012255151;CHF;3975;83872944.0
3286214;2014-08-29;CH0012255151;CHF;4281;85501350.6
4789499;2014-09-01;CH0012255151;CHF;3202;81158021.9
4961832;2014-09-02;CH0012255151;CHF;2944;61639241.5
2199966;2014-09-03;CH0012255151;CHF;3053;67899343.5
547039;2014-09-04;CH0012255151;CHF;2917;63308910.0
3754413;2014-09-05;CH0012255151;CHF;2434;57346053.0
5553305;2014-09-08;CH0012255151;CHF;3791;75184590.4
4764934;2014-09-09;CH0012255151;CHF;2911;61875518.8
473053;2014-09-10;CH0012255151;CHF;11147;232763299.8
1139170;2014-09-11;CH0012255151;CHF;6444;111344456.5
5159016;2014-09-12;CH0012255151;CHF;4567;82550161.4
2915677;2014-09-15;CH0012255151;CHF;5168;84178694.2
4320917;2014-09-16;CH0012255151;CHF;5521;90151640.0
3310873;2014-09-17;CH0012255151;CHF;11215;242314778.1
1287460;2014-09-18;CH0012255151;CHF;6193;108449797.1
1287468;2014-09-19;CH0012255151;CHF;7978;165151066.6
1781179;2014-09-22;CH0012255151;CHF;5172;88902227.2
5282127;2014-09-23;CH0012255151;CHF;7678;173939039.7
2644715;2014-09-24;CH0012255151;CHF;6903;124577748.0
3656155;2014-09-25;CH0012255151;CHF;6372;121611565.5
3088543;2014-09-26;CH0012255151;CHF;5867;102964215.8
79334;2014-09-29;CH0012255151;CHF;11080;231764239.1
2890976;2014-09-30;CH0012255151;CHF;6795;117209665.1
4247183;2014-10-01;CH0012255151;CHF;8701;182017900.0
5282148;2014-10-02;CH0012255151;CHF;8168;158791472.8
4517289;2014-10-03;CH0012255151;CHF;5099;90278969.1
5578037;2014-10-06;CH0012255151;CHF;4728;97875820.2
3975965;2014-10-07;CH0012255151;CHF;6002;102779456.1
6219985;2014-10-08;CH0012255151;CHF;4943;81932205.6
5701444;2014-10-09;CH0012255151;CHF;4791;84565790.4
498077;2014-10-10;CH0012255151;CHF;6626;123937458.1
5060905;2014-10-13;CH0012255151;CHF;6556;112032961.3
3162571;2014-10-14;CH0012255151;CHF;6083;109574246.4
5159105;2014-10-15;CH0012255151;CHF;8091;139594961.7
5331701;2014-10-16;CH0012255151;CHF;11499;203102220.0
3137889;2014-10-17;CH0012255151;CHF;7008;127685755.1
4665889;2014-10-20;CH0012255151;CHF;4556;72150093.4
6022287;2014-10-21;CH0012255151;CHF;6422;129435846.3
3803796;2014-10-22;CH0012255151;CHF;5378;110209918.1
522503;2014-10-23;CH0012255151;CHF;4771;87281523.3
818856;2014-10-24;CH0012255151;CHF;4142;72130084.0
6170790;2014-10-27;CH0012255151;CHF;3615;58704042.0
4000632;2014-10-28;CH0012255151;CHF;5349;109298549.6
4814357;2014-10-29;CH0012255151;CHF;3103;54384586.9
1435501;2014-10-30;CH0012255151;CHF;3374;65669654.2
1732078;2014-10-31;CH0012255151;CHF;5354;102059885.5
2891079;2014-11-03;CH0012255151;CHF;4804;82750210.5
5208252;2014-11-04;CH0012255151;CHF;5381;112212975.0
3088674;2014-11-05;CH0012255151;CHF;3365;51430548.6
4690631;2014-11-06;CH0012255151;CHF;4651;81311170.8
104040;2014-11-07;CH0012255151;CHF;4996;108039972.3
5504116;2014-11-10;CH0012255151;CHF;4069;77586089.1
6072054;2014-11-11;CH0012255151;CHF;3471;59543611.4
6146031;2014-11-12;CH0012255151;CHF;3977;76209706.4
4986732;2014-11-13;CH0012255151;CHF;4888;79526832.1
1683000;2014-11-14;CH0012255151;CHF;4371;94298610.8
1312079;2014-11-17;CH0012255151;CHF;2306;39413966.0
4838828;2014-11-18;CH0012255151;CHF;3311;62451657.3
4296531;2014-11-19;CH0012255151;CHF;3545;63202149.6
6297877;2014-11-20;CH0012255151;CHF;8201;187592461.5
3311080;2014-11-21;CH0012255151;CHF;8284;184782173.7
1386185;2014-11-24;CH0012255151;CHF;5050;106025950.5
3409708;2014-11-25;CH0012255151;CHF;4944;86005487.1
2175560;2014-11-26;CH0012255151;CHF;3392;55596693.3
2915892;2014-11-27;CH0012255151;CHF;3717;56150704.4
2718851;2014-11-28;CH0012255151;CHF;5902;87995958.4
2595464;2014-12-01;CH0012255151;CHF;4690;71742936.3
1262772;2014-12-02;CH0012255151;CHF;5138;76171399.5
4888076;2014-12-03;CH0012255151;CHF;5175;87941079.9
1929303;2014-12-04;CH0012255151;CHF;4463;93216214.7
2077143;2014-12-05;CH0012255151;CHF;3035;52820549.4
5948521;2014-12-08;CH0012255151;CHF;3337;61427419.1
5307201;2014-12-09;CH0012255151;CHF;5451;111147750.7
6022419;2014-12-10;CH0012255151;CHF;4340;79926767.2
2718898;2014-12-11;CH0012255151;CHF;5841;119930832.4
153454;2014-12-12;CH0012255151;CHF;4154;76367779.9
3656389;2014-12-15;CH0012255151;CHF;5137;103730063.1
4962169;2014-12-16;CH0012255151;CHF;6648;109171297.1
5948557;2014-12-17;CH0012255151;CHF;4444;74104678.2
5578247;2014-12-18;CH0012255151;CHF;6657;123445472.7
4789809;2014-12-19;CH0012255151;CHF;6109;148946399.3
3014506;2014-12-22;CH0012255151;CHF;3686;59092197.1
178237;2014-12-23;CH0012255151;CHF;3125;52819047.3
942064;2014-12-29;CH0012255151;CHF;3643;64470957.8
3335926;2014-12-30;CH0012255151;CHF;3024;60782775.0
2620227;2015-01-05;CH0012255151;CHF;6989;123615072.0
1090309;2015-01-06;CH0012255151;CHF;6161;87075986.0
4321232;2015-01-07;CH0012255151;CHF;5626;86696377.4
3730308;2015-01-08;CH0012255151;CHF;7679;130182315.7
6262071;2015-01-09;CH0012255151;CHF;4833;81343261.0
5085800;2015-01-12;CH0012255151;CHF;7456;129867288.8
6022495;2015-01-13;CH0012255151;CHF;5417;108998041.9
1756986;2015-01-14;CH0012255151;CHF;9351;179918794.5
2422879;2015-01-15;CH0012255151;CHF;43792;838584204.6
5110329;2015-01-16;CH0012255151;CHF;30719;483579582.4
1683191;2015-01-19;CH0012255151;CHF;15586;225010146.4
868035;2015-01-20;CH0012255151;CHF;12429;190712954.8
4912975;2015-01-21;CH0012255151;CHF;10777;149342477.6
5479745;2015-01-22;CH0012255151;CHF;8190;128613903.1
5208472;2015-01-23;CH0012255151;CHF;8775;145529911.0
1583965;2015-01-26;CH0012255151;CHF;9088;159012789.0
2768377;2015-01-27;CH0012255151;CHF;9615;177367058.2
3064275;2015-01-28;CH0012255151;CHF;7454;121784787.3
4542296;2015-01-29;CH0012255151;CHF;7457;132253148.0
843582;2015-01-30;CH0012255151;CHF;5522;105923256.5
695342;2015-02-02;CH0012255151;CHF;8028;132304857.3
54894;2015-02-03;CH0012255151;CHF;7146;110537254.4
4419401;2015-02-04;CH0012255151;CHF;7655;129670048.8
2866886;2015-02-05;CH0012255151;CHF;19276;383547994.6
4025733;2015-02-06;CH0012255151;CHF;7750;162262273.0
203034;2015-02-09;CH0012255151;CHF;6515;123435897.9
1855544;2015-02-10;CH0012255151;CHF;6061;135824741.5
3088946;2015-02-11;CH0012255151;CHF;4310;83573311.3
2965459;2015-02-12;CH0012255151;CHF;7315;152298344.5
547527;2015-02-13;CH0012255151;CHF;6790;122041945.2
1287874;2015-02-16;CH0012255151;CHF;4203;68936152.4
5775775;2015-02-17;CH0012255151;CHF;4816;77978619.9
2373796;2015-02-18;CH0012255151;CHF;5104;86433047.5
3681236;2015-02-19;CH0012255151;CHF;4976;76120372.4
5973405;2015-02-20;CH0012255151;CHF;4828;86021789.8
2052574;2015-02-23;CH0012255151;CHF;4237;75974420.9
3902459;2015-02-24;CH0012255151;CHF;3711;52339407.0
1806349;2015-02-25;CH0012255151;CHF;4447;83603633.2
2595721;2015-02-26;CH0012255151;CHF;5140;109221198.7
621423;2015-02-27;CH0012255151;CHF;4193;75773740.8
5948771;2015-03-02;CH0012255151;CHF;4415;78125363.4
2027808;2015-03-03;CH0012255151;CHF;4629;103379237.9
1312393;2015-03-04;CH0012255151;CHF;6446;119772409.9
6047500;2015-03-05;CH0012255151;CHF;5259;76489942.9
917569;2015-03-06;CH0012255151;CHF;4420;84818866.8
2521431;2015-03-09;CH0012255151;CHF;6273;113659245.0
5455248;2015-03-10;CH0012255151;CHF;5862;110626708.0
5578501;2015-03-11;CH0012255151;CHF;4523;79868258.5
991425;2015-03-12;CH0012255151;CHF;7537;151073274.7
819283;2015-03-13;CH0012255151;CHF;5826;117167444.0
1040976;2015-03-16;CH0012255151;CHF;4449;81092507.6
1411209;2015-03-17;CH0012255151;CHF;4808;91325423.5
917610;2015-03-18;CH0012255151;CHF;5085;101363490.4
1287975;2015-03-19;CH0012255151;CHF;4924;90040942.9
3951844;2015-03-20;CH0012255151;CHF;4058;124568418.8
1139748;2015-03-23;CH0012255151;CHF;3682;61305914.9
1806435;2015-03-24;CH0012255151;CHF;3693;73816184.6
6249394;2015-03-25;CH0012255151;CHF;4575;91192424.0
1435976;2015-03-26;CH0012255151;CHF;6958;128304619.0
2817880;2015-03-27;CH0012255151;CHF;5619;121101242.2
3755039;2015-03-30;CH0012255151;CHF;4122;82554741.0
1115178;2015-03-31;CH0012255151;CHF;5176;104635196.4
1763632;2015-04-01;CH0012255151;CHF;5884;94357509.1
2478932;2015-04-02;CH0012255151;CHF;2899;52940780.8
3169523;2015-04-07;CH0012255151;CHF;3870;68053759.9
2207118;2015-04-08;CH0012255151;CHF;4667;97575913.6
5437229;2015-04-09;CH0012255151;CHF;7051;166681817.4
3120246;2015-04-10;CH0012255151;CHF;4683;95431223.7
308216;2015-04-13;CH0012255151;CHF;2855;51445002.6
4254140;2015-04-14;CH0012255151;CHF;3572;70148774.0
3342609;2015-04-15;CH0012255151;CHF;3373;67294663.3
3367011;2015-04-16;CH0012255151;CHF;3599;66693057.1
3293312;2015-04-17;CH0012255151;CHF;3962;90405057.5
283455;2015-04-20;CH0012255151;CHF;4726;81118329.5
1714476;2015-04-21;CH0012255151;CHF;4142;94829735.8
3021522;2015-04-22;CH0012255151;CHF;6395;122967341.5
1417647;2015-04-23;CH0012255151;CHF;4182;83187021.5
1442484;2015-04-24;CH0012255151;CHF;3500;77648523.1
2873457;2015-04-27;CH0012255151;CHF;3688;79536399.2
2947427;2015-04-28;CH0012255151;CHF;2673;50540168.8
1245180;2015-04-29;CH0012255151;CHF;4050;86184371.8
1195869;2015-04-30;CH0012255151;CHF;4510;80864204.4
5018065;2015-05-04;CH0012255151;CHF;2944;54334827.0
209672;2015-05-05;CH0012255151;CHF;4113;72475006.9
1813054;2015-05-06;CH0012255151;CHF;5825;113135952.8
3614040;2015-05-07;CH0012255151;CHF;13409;288342453.6
6307587;2015-05-08;CH0012255151;CHF;7656;147633520.9
5461917;2015-05-11;CH0012255151;CHF;4587;78818241.9
381935;2015-05-12;CH0012255151;CHF;5760;120861075.4
